domestic_cat_s_000907.png,3
hydrofoil_s_000078.png,8
sea_boat_s_001456.png,8
jetliner_s_001705.png,0
green_frog_s_001658.png,6
crapaud_s_002124.png,6
shooting_brake_s_000973.png,1
green_frog_s_000634.png,6
tabby_cat_s_001397.png,3
wagon_s_002806.png,1
plane_s_000026.png,0
dustcart_s_000045.png,9
toy_spaniel_s_001592.png,5
lippizan_s_000752.png,7
truck_s_000149.png,9
dredger_s_001437.png,8
puppy_s_001937.png,5
cow_pony_s_000038.png,7
boat_s_001450.png,8
rana_clamitans_s_000570.png,6
tennessee_walker_s_000353.png,7
stealth_fighter_s_000354.png,0
wapiti_s_001434.png,4
aerial_ladder_truck_s_001218.png,9
puppy_s_001691.png,5
gamecock_s_000228.png,2
elk_s_000015.png,4
dive_bomber_s_000184.png,0
tipper_truck_s_000866.png,9
pickerel_frog_s_001165.png,6
bufo_boreas_s_000096.png,6
pekingese_s_000608.png,5
deer_s_001275.png,4
puppy_s_000644.png,5
transporter_s_000374.png,9
struthio_camelus_s_001480.png,2
barking_deer_s_000257.png,4
automobile_s_001582.png,1
fire_engine_s_001468.png,9
pekingese_s_002007.png,5
rangifer_tarandus_s_001009.png,4
frog_s_002888.png,6
japanese_spaniel_s_000569.png,5
crapaud_s_001329.png,6
biplane_s_000278.png,0
camion_s_000605.png,9
tomcat_s_002930.png,3
tractor_trailer_s_000750.png,9
quarter_horse_s_001535.png,7
rana_pipiens_s_000931.png,6
dump_truck_s_001132.png,9
pilot_boat_s_000533.png,8
stealth_bomber_s_002171.png,0
house_cat_s_000481.png,3
container_vessel_s_000228.png,8
boat_s_001029.png,8
lippizan_s_000221.png,7
buckskin_s_000049.png,7
sika_s_001478.png,4
bufo_bufo_s_001499.png,6
quarter_horse_s_000120.png,7
domestic_cat_s_000539.png,3
bullfrog_s_000196.png,6
tabby_cat_s_000838.png,3
spadefoot_s_000290.png,6
dunnock_s_000264.png,2
police_cruiser_s_000689.png,1
pipit_s_000291.png,2
tabby_cat_s_002157.png,3
arabian_s_000445.png,7
bird_s_000650.png,2
bufo_marinus_s_000444.png,6
tug_s_000115.png,8
passenger_ship_s_000924.png,8
dive_bomber_s_000494.png,0
dunnock_s_001230.png,2
camion_s_000449.png,9
domestic_cat_s_001722.png,3
domestic_cat_s_002061.png,3
liberty_ship_s_000250.png,8
hospital_ship_s_000663.png,8
auto_s_000935.png,1
convertible_s_001704.png,1
appaloosa_s_002082.png,7
emu_s_000246.png,2
toy_spaniel_s_000348.png,5
cassowary_s_001108.png,2
appaloosa_s_001714.png,7
sea_boat_s_000296.png,8
aerial_ladder_truck_s_001320.png,9
airbus_s_001259.png,0
tabby_s_001816.png,3
mackinaw_s_000120.png,8
true_frog_s_000002.png,6
fawn_s_001906.png,4
pickerel_frog_s_000339.png,6
grass_frog_s_000060.png,6
biplane_s_001908.png,0
dive_bomber_s_000862.png,0
quarter_horse_s_001532.png,7
deer_s_001324.png,4
toy_spaniel_s_001306.png,5
frog_s_000022.png,6
tabby_cat_s_002739.png,3
police_cruiser_s_000916.png,1
convertible_s_000268.png,1
house_cat_s_001448.png,3
